iteration,candidate_index,objective,x_n,y_n,x,y
39,0,-932.161815611788,0.9328794009813184,0.9473154827010444,443.26850660487,458.05105428586944
39,1,-692.2257293740664,0.21500971123907542,0.04531800718647305,-291.8300556911868,-465.5943606410516
39,2,137.370785240174,0.5791540698690585,0.7296994641134713,81.05376754591589,235.21225125219462
39,3,-932.1618156117794,0.9328793984744146,0.9473154827010444,443.26850403780054,458.05105428586944
39,4,-932.1618156117869,0.9328794002354154,0.9473154827010444,443.26850584106535,458.05105428586944
39,5,-932.1618156117308,0.9328794068353882,0.947315482701063,443.2685125994375,458.05105428588854
39,6,-932.1618156117279,0.9328793954442431,0.9473154827010601,443.268500934905,458.0510542858856
39,7,-932.1618156111684,0.9328794268293855,0.9473154827010464,443.26853307329077,458.0510542858715
39,8,-932.1618156117804,0.9328794016740071,0.947315482701049,443.26850731418324,458.0510542858742
39,9,-932.1618156117604,0.9328794068581405,0.9473154827010444,443.2685126227359,458.05105428586944
39,10,-932.1618156117838,0.932879399358832,0.9473154827010444,443.268504943444,458.05105428586944
39,11,-932.1618156117834,0.9328794020649758,0.947315482701047,443.2685077145352,458.05105428587217
39,12,-932.161815611777,0.9328794026480364,0.9473154827010504,443.26850831158924,458.0510542858756
39,13,-932.1618156117728,0.9328794054863976,0.9473154827010444,443.2685112180711,458.05105428586944
39,14,-932.1618156117731,0.9328794054734676,0.9473154827010444,443.2685112048308,458.05105428586944
39,15,-932.1618156117233,0.9328794096922733,0.9473154827010444,443.2685155248879,458.05105428586944
39,16,-932.161815611788,0.9328794009813184,0.9473154827010444,443.26850660487,458.05105428586944
39,17,-932.1618156117877,0.93287940124917,0.9473154827010444,443.2685068791501,458.05105428586944
39,18,-932.1618156117879,0.932879401667308,0.9473154827010444,443.2685073073234,458.05105428586944
39,19,-932.1618156117424,0.9328793945782975,0.9473154827010444,443.26850004817663,458.05105428586944
39,20,-932.1618156117878,0.9328794012834969,0.9473154827010444,443.2685069143008,458.05105428586944
39,21,362.9107229074983,0.1655422453491382,0.5294037587546322,-342.4847407624825,30.109448964743365
39,22,-932.1618156117722,0.932879397467359,0.9473154827010444,443.26850300657566,458.05105428586944
39,23,-932.1618156117725,0.932879403039005,0.9473154827010528,443.2685087119411,458.0510542858781
39,24,-932.1618156116157,0.9328794146138073,0.9473154827010488,443.2685205645387,458.051054285874
39,25,-932.1618156117283,0.9328794059755523,0.9473154827010697,443.26851171896556,458.05105428589536
39,26,-932.16181561177,0.9328793995836505,0.9473154827010537,443.2685051736581,458.051054285879
39,27,-932.1618156116933,0.9328794114209695,0.9473154827010444,443.2685172950728,458.05105428586944
39,28,-932.1618156113399,0.9328794181080928,0.9473154827011592,443.26852414268706,458.051054285987
39,29,-932.1618156115217,0.9328794181510879,0.9473154827010444,443.268524186714,458.05105428586944
39,30,-95.23849720769395,0.7219865228050178,0.6108788370089129,227.31419935233828,113.53992909712679
39,31,-932.1618156117366,0.9328793941877873,0.9473154827010444,443.2684996482942,458.05105428586944
39,32,-932.1618156117715,0.932879403039005,0.947315482701053,443.2685087119411,458.0510542858783
39,33,-932.161815611473,0.9328794195779649,0.9473154827010448,443.2685256478361,458.0510542858699
39,34,-932.1618156116723,0.9328794124006671,0.9473154827010453,443.2685182982831,458.05105428587035
39,35,-932.1618156117866,0.9328794027657139,0.9473154827010444,443.26850843209104,458.05105428586944
39,36,-932.1618156117453,0.9328794081690304,0.9473154827010444,443.2685139650871,458.05105428586944
39,37,11.269831340970033,0.5714826373121223,0.17862371977264124,73.19822060761328,-329.08931095281537
39,38,-932.161815611788,0.9328794009813184,0.9473154827010444,443.26850660487,458.05105428586944
39,39,20.927446318744728,0.9643633011274725,0.9408562388371862,475.5080203545318,451.43678856927863
39,40,-932.1618156117727,0.932879405472431,0.9473154827010444,443.2685112037693,458.05105428586944
39,41,-932.161815611788,0.9328794009813184,0.9473154827010444,443.26850660487,458.05105428586944
39,42,-932.1618156117572,0.9328794052645315,0.947315482701055,443.26851099088026,458.05105428588035
39,43,-932.1618156116785,0.932879412051711,0.9473154827010458,443.26851794095205,458.0510542858709
39,44,-932.1618156116383,0.9328794139919779,0.9473154827010444,443.2685199277854,458.05105428586944
39,45,-932.1618156116775,0.9328794120291853,0.9473154827010468,443.2685179178858,458.05105428587194
39,46,-932.1618156116315,0.9328794130889992,0.9473154827010615,443.2685190031352,458.05105428588695
39,47,-932.1618156117722,0.932879397467359,0.9473154827010444,443.26850300657566,458.05105428586944
39,48,-932.1618156117727,0.932879405472431,0.9473154827010444,443.2685112037693,458.05105428586944
39,49,-932.1618156117181,0.9328794099264951,0.9473154827010453,443.268515764731,458.05105428587035
