iteration,candidate_index,objective,x_n,y_n,x,y
24,0,-932.1603569461084,0.9328404349203829,0.9473154827010444,443.2286053584721,458.05105428586944
24,1,-932.1354708734694,0.9329914735885916,0.9473256397784489,443.3832689547178,458.06145513313163
24,2,-932.1354708734694,0.9329914735885916,0.9473256397784489,443.3832689547178,458.06145513313163
24,3,-932.1158081472419,0.9330466012679257,0.9473300641092328,443.43971969835593,458.0659856478544
24,4,-932.1296448954106,0.9329949752244839,0.9473292678180383,443.38685462987155,458.0651702456712
24,5,-164.26562738294234,0.5931465474765291,0.590880640729777,95.38206461596576,93.06177610729162
24,6,-932.139495478328,0.9328981079407312,0.9473294389865434,443.2876625313088,458.06534552222047
24,7,350.59564362539476,0.7826040575226866,0.12279819091978095,289.38655490323106,-386.2546524981443
24,8,-932.1253654782743,0.9329967336081197,0.9473320435401932,443.3886552147146,458.0680125851578
24,9,-932.1207437643991,0.9330363804457663,0.9473285647873904,443.4292535764647,458.0644503422877
24,10,-932.121579568566,0.9329938936253346,0.9473350827746231,443.3857470723426,458.07112476121404
24,11,-932.1546746115407,0.9328410719544787,0.9473189211595832,443.22925768138623,458.05457526741316
24,12,-932.0750872071615,0.93317555750132,0.9473175279081317,443.57177088135165,458.0531485779269
24,13,-932.14068301358,0.9329710330331287,0.9473245524053011,443.36233782592376,458.06034166302834
24,14,-932.1393662217122,0.9329909344224204,0.9473229574298808,443.3827168485585,458.05870840819796
24,15,-932.1016639138597,0.9330379007226133,0.9473423681222485,443.430810339956,458.07858495718244
24,16,-932.1282180079968,0.9329551238708371,0.9473344798105854,443.3460468437372,458.07050732603943
24,17,-159.17320046105482,0.6539473504495066,0.8380411987832487,157.64208686029474,346.15418755404664
24,18,-932.1128783550499,0.9330721856035065,0.9473259241414556,443.4659180579906,458.0617463208505
24,19,-932.1393363671086,0.9329917110133084,0.9473228671953854,443.38351207762776,458.05861600807464
24,20,-932.116901537488,0.9329931386553103,0.9473384411376091,443.38497398303775,458.07456372491174
24,21,-932.1360536490756,0.9329917543846141,0.9473251881687947,443.38355648984486,458.0609926848458
24,22,-932.1352261296752,0.932993612829312,0.9473255105308962,443.3854595372155,458.0613227836377
24,23,-932.1192121003446,0.9330110302088181,0.947334302612576,443.4032949338298,458.07032587527783
24,24,-932.1241707336823,0.9330192438622827,0.9473293449494373,443.41170571497753,458.0652492282238
24,25,-932.1355911945104,0.9329914735885916,0.9473255547055459,443.3832689547178,458.061368018479
24,26,288.7540251827364,0.6490074866902689,0.9622498823485647,152.58366637083532,473.34387952493023
24,27,-932.1057641374725,0.9331004852458711,0.9473229252507622,443.494896891772,458.0586754567805
24,28,-932.0873851069523,0.9331769470050644,0.9473050709369829,443.5731937331859,458.0403926394705
24,29,-932.1513471301469,0.9329837127524028,0.9473154827010444,443.37532185846044,458.05105428586944
24,30,164.59896533058745,0.04700676267045989,0.36809013142718194,-463.8650750254491,-135.0757054185657
24,31,-932.0804616343399,0.9330361682234259,0.9473579965813657,443.42903626078817,458.09458849931843
24,32,-932.1161028887304,0.9330689171346289,0.9473242905060992,443.46257114586,458.0600734782456
24,33,-932.1111270037455,0.9330591852380373,0.9473306808781816,443.4526056837502,458.066617219258
24,34,-932.0859753260306,0.9331021270227204,0.9473385109535368,443.49657807126573,458.0746352164217
24,35,-932.1016639138597,0.9330379007226133,0.9473423681222485,443.430810339956,458.07858495718244
24,36,-932.1016639138597,0.9330379007226133,0.9473423681222485,443.430810339956,458.07858495718244
24,37,-932.1603569461084,0.9328404349203829,0.9473154827010444,443.2286053584721,458.05105428586944
24,38,-932.1557412831442,0.932799866913494,0.9473154827010444,443.1870637194179,458.05105428586944
24,39,-931.9866298368695,0.9332274613740714,0.947372272562151,443.62492044704913,458.1092071036426
24,40,-931.9761359812453,0.9330376298227844,0.9474286635176795,443.4305329385312,458.1669514421038
24,41,-931.9520403275219,0.9331987173210117,0.9474147114109182,443.59548653671595,458.1526644847802
24,42,-931.9510518172797,0.9332470947997615,0.9473946292036233,443.6450250749558,458.13210030451023
24,43,-932.0880752137784,0.9331769470050644,0.9473044055275217,443.5731937331859,458.03971126018223
24,44,-932.0204272879535,0.9332501509579929,0.9473248521166857,443.64815458098474,458.06064856748617
24,45,-932.0482329624797,0.933171200584525,0.9473441329104763,443.56730939855356,458.0803921003277
24,46,24.624358187030865,0.29976450930192344,0.6287078419968393,-205.0411424748304,131.7968302047634
24,47,-932.1462460631024,0.9329914735885916,0.9473179787340202,443.3832689547178,458.0536102236367
24,48,-932.1389948588642,0.9329914735885916,0.9473231437454731,443.3832689547178,458.05889919536446
24,49,849.8411347914505,0.9547634583836551,0.04286352001939586,465.6777813848628,-468.10775550013864
