iteration,candidate_index,objective,x_n,y_n,x,y
40,0,-932.161815611788,0.9328794009813184,0.9473154827010444,443.26850660487,458.05105428586944
40,1,-932.1618156117879,0.9328794010300425,0.9473154827010444,443.26850665476354,458.05105428586944
40,2,56.70842093784623,0.35917155267165257,0.8528349708267211,-144.20833006422777,361.3030101265624
40,3,-932.1618156117768,0.9328794027173628,0.9473154827010504,443.2685083825795,458.0510542858756
40,4,-292.7546099394894,0.36433516458861814,0.1977943181168692,-138.92079146125502,-309.45861824832593
40,5,-932.1618156117659,0.9328794063188933,0.9473154827010444,443.26851207054676,458.05105428586944
40,6,-932.1618156117679,0.9328794060833946,0.9473154827010444,443.26851182939606,458.05105428586944
40,7,-238.74865360796423,0.6861614473476754,0.5669820554669714,190.62932208401958,68.58962479817876
40,8,-932.1618156117552,0.9328793984744146,0.9473154827010595,443.26850403780054,458.0510542858849
40,9,36.04332318021994,0.7757935251243138,0.7092292455830689,282.4125697272973,214.25074747706253
40,10,-932.1618156117806,0.932879402541372,0.9473154827010483,443.26850820236496,458.0510542858734
40,11,-932.1618156117848,0.9328794033156473,0.9473154827010444,443.2685089952229,458.05105428586944
40,12,-112.90265471057266,0.2365418659093308,0.5320945938034141,-269.78112930884527,32.864864054696
40,13,-932.1618156117461,0.9328794028749506,0.9473154827010697,443.26850854394945,458.05105428589536
40,14,-932.1618156117814,0.9328794040819199,0.9473154827010444,443.268509779886,458.05105428586944
40,15,-932.1618156117877,0.9328794020196696,0.9473154827010444,443.26850766814164,458.05105428586944
40,16,-932.1618156117877,0.9328794009814596,0.9473154827010444,443.26850660501464,458.05105428586944
40,17,-932.161815611786,0.9328794030655004,0.9473154827010444,443.26850873907244,458.05105428586944
40,18,-295.53023126223104,0.779070016255666,0.5204878735203021,285.76769664580195,20.979582484789375
40,19,-359.80076868561804,0.7782622947543271,0.9438903476592961,284.9405898284309,454.54371600311924
40,20,-932.161815611785,0.9328793995836505,0.9473154827010444,443.2685051736581,458.05105428586944
40,21,-932.161815611708,0.9328794098726563,0.9473154827010521,443.2685157096,458.0510542858774
40,22,-932.1618156115524,0.9328794165406968,0.9473154827010556,443.26852253767356,458.0510542858809
40,23,-35.32641786624907,0.7043364449643581,0.09157325096128566,209.2405196435027,-418.2289910156435
40,24,-932.1618156117869,0.9328794002354154,0.9473154827010444,443.26850584106535,458.05105428586944
40,25,-932.1618156117877,0.93287940124917,0.9473154827010444,443.2685068791501,458.05105428586944
40,26,-932.1618156117727,0.932879405472431,0.9473154827010444,443.2685112037693,458.05105428586944
40,27,-932.161815611788,0.9328794009813184,0.9473154827010444,443.26850660487,458.05105428586944
40,28,-932.161815611788,0.9328794009813184,0.9473154827010444,443.26850660487,458.05105428586944
40,29,50.83101301495036,0.3116016862225659,0.7092717670609251,-192.91987330809252,214.2942894703873
40,30,-146.91616648818726,0.9560873436993188,0.4516732615658523,467.03343994810245,-49.48658015656724
40,31,-932.1618156117834,0.9328794016891055,0.9473154827010473,443.2685073296441,458.0510542858724
40,32,-932.1618156117808,0.9328794020498773,0.9473154827010488,443.26850769907435,458.051054285874
40,33,-932.1618156117813,0.9328793988312983,0.9473154827010444,443.2685044032495,458.05105428586944
40,34,-932.1618156117845,0.9328793996173791,0.9473154827010444,443.2685052081962,458.05105428586944
40,35,-932.1618156117878,0.9328794012834969,0.9473154827010444,443.2685069143008,458.05105428586944
40,36,-932.1618156117727,0.932879405472431,0.9473154827010444,443.2685112037693,458.05105428586944
40,37,-932.161815611787,0.9328794004353002,0.9473154827010444,443.26850604574736,458.05105428586944
40,38,-932.1618156117819,0.9328793990204328,0.9473154827010444,443.2685045969232,458.05105428586944
40,39,475.8270958865656,0.7202372148286458,0.12846698893339836,225.52290798453328,-380.4498033322001
40,40,-932.1618156117233,0.9328794096922733,0.9473154827010444,443.2685155248879,458.05105428586944
40,41,-932.1618156117838,0.932879399358832,0.9473154827010444,443.268504943444,458.05105428586944
40,42,-932.1618156117878,0.9328794012834969,0.9473154827010444,443.2685069143008,458.05105428586944
40,43,-932.1618156117577,0.9328794056455236,0.9473154827010531,443.2685113810162,458.0510542858784
40,44,-932.161815611772,0.9328794014252799,0.9473154827010544,443.26850705948664,458.0510542858797
40,45,-932.1618156117864,0.9328794027602597,0.9473154827010444,443.26850842650595,458.05105428586944
40,46,-932.1618156117834,0.93287940207043,0.947315482701047,443.2685077201203,458.05105428587217
40,47,-139.4654129118264,0.958984313512498,0.1760272365080887,469.999937036798,-331.74810981571716
40,48,-932.1618156117831,0.9328794037096964,0.9473154827010444,443.26850939872907,458.05105428586944
40,49,-932.1618156117864,0.932879402862425,0.9473154827010444,443.2685085311232,458.05105428586944
