iteration,candidate_index,objective,x0_n,x1_n,x2_n,x3_n,x4_n,x5_n,x6_n,x7_n,x8_n,x9_n,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
66,0,2.137446962704964,0.4853270424173658,0.5004448879155201,0.5001170037788962,0.49962537493372106,0.5013737856360583,0.48711147166814134,0.515089123878462,0.5000180730384169,0.4997949192331899,0.5008269168880665,-0.9616069481355147,0.029156174431527404,0.0076679596537445605,-0.024551428343656312,0.09003241544471763,-0.8446625927566878,0.988880822498885,0.0011844346456939547,-0.013440173133666633,0.0541928251763224
66,1,2.1374693348183986,0.4853294209627291,0.5004403903526161,0.5001111211697387,0.4996182206568147,0.5013771756216108,0.48710718434355516,0.515091559929364,0.5000717425845664,0.4997838754620315,0.5008203116180397,-0.9614510677865873,0.028861422149049076,0.007282436979991758,-0.02502029103499126,0.09025458153788435,-0.8449435668607705,0.9890404715307994,0.004701722022147692,-0.014163937720304887,0.05375994219985358
66,2,21.16925886367849,0.8393713439648534,0.33486715975868564,0.35139090385612504,0.37959315672205174,0.869872291477912,0.5545066102274951,0.27886310597901687,0.884002409110547,0.9435371429365634,0.15258844013812556,22.241040398080628,-10.822145818054778,-9.739245724884992,-7.890982881063618,24.239950494296444,3.57214520786912,-14.492427486559151,25.165981883468802,29.067650199490622,-22.767963987107805
66,3,2.138689788840058,0.4853258119849578,0.5004419310609731,0.5001158316064874,0.4996169809064663,0.5013785332256714,0.48711492822754543,0.5151025331810816,0.5001127137231812,0.4997811938937404,0.5008203116180397,-0.9616875857538076,0.028962394011934123,0.007591140162759302,-0.025101539313823196,0.09034355347760226,-0.8444360636795842,0.9897596145553607,0.007386806562401205,-0.014339676979830074,0.05375994219985358
66,4,2.1382735368578953,0.4853273986105543,0.5004441365007759,0.5001111010420676,0.49962111778332596,0.5013762310338478,0.48711046842513267,0.5150985914080711,0.49991695461218705,0.4997805313375489,0.5008282793870348,-0.9615836046587134,0.029106929714849628,0.007281117892937061,-0.024830424951950647,0.0901926770342456,-0.8447283412905051,0.9895012865193493,-0.0054424625357114564,-0.01438309826239248,0.054282117908712735
66,5,2.1383812598648544,0.48533565801171463,0.5004444036288007,0.500111911916183,0.4996218225215451,0.5013760864800906,0.487109242549371,0.5151090198057469,0.4999155624950205,0.4997863250073625,0.500827782978177,-0.961042316544269,0.029124436217081495,0.007334259338968252,-0.02478423922801909,0.09018320355921361,-0.844808680284423,0.9901847219894293,-0.0055336963263386,-0.01400340431749214,0.0542495852578071
66,6,2.137991699640452,0.4853318581002984,0.5004448433045094,0.5001103542885903,0.4996225993516043,0.5013736654999665,0.4871117324572728,0.5150951714555574,0.5000493592396722,0.4997884798928175,0.5008343401832801,-0.9612913475388467,0.029153250804327513,0.007232178657055499,-0.024733328893262296,0.09002454220580347,-0.8446455016801693,0.989277156511406,0.0032348071311574245,-0.013862181744315194,0.0546793182514449
66,7,20.463086178369014,0.6479057590854655,0.7429178047662681,0.23143026881407103,0.23896114868534035,0.7471888460673253,0.29744539767713096,0.7151423495457062,0.24232793802476127,0.40912699027526533,0.8154700670720482,9.69315182742507,15.919861253162146,-17.60098590300104,-17.107442159757536,16.199768215868232,-13.274618417831544,14.099569019827406,-16.886796253609248,-5.955453565320212,20.67464631563375
66,8,2.137952692699042,0.4853270424173658,0.500444290830121,0.5001164046453708,0.49962467870771476,0.5013755070844377,0.4871101420945053,0.515089123878462,0.4999012177481109,0.49979101063522846,0.5008326642211186,-0.9616069481355147,0.029117043842809665,0.007628694839020511,-0.024597056211206336,0.09014523228570681,-0.8447497276944986,0.988880822498885,-0.0064737936598007195,-0.013696327009668607,0.054569482395230295
66,9,21.454759674540988,0.002540943221370995,0.7965065136940712,0.22552115916794802,0.48650823475127924,0.7421185204062792,0.35541268748771504,0.08258948842230951,0.15585795588234563,0.7595314387376816,0.3690454773513808,-32.60147674504423,19.43185088145465,-17.988245312769358,-0.8841963273401632,15.867479353345914,-9.475674112805109,-27.355415286755523,-22.553693003294597,17.008652369112703,-8.582235596299906
