iteration,candidate_index,objective,x0_n,x1_n,x2_n,x3_n,x4_n,x5_n,x6_n,x7_n,x8_n,x9_n,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
132,0,0.12751607047180658,0.4999912594161967,0.5004414163353536,0.5001146404619745,0.4996245051836656,0.5005446520617133,0.49999888510574714,0.5000057660786,0.5000157030873451,0.49979487412130597,0.5008208343519442,-0.0005728229001320528,0.028928660953731367,0.007513077315962846,-0.024608428283293904,0.035694317516444585,-7.306570975629256e-05,0.00037788572713282065,0.0010291175322478807,-0.013443129586093505,0.053794200089015476
132,1,0.12751629938467746,0.4999912594161967,0.5004414163895614,0.5001146404619745,0.4996245051861141,0.5005446520617133,0.49999888510574714,0.5000060942400617,0.5000157030873451,0.49979487412130597,0.5008208343519442,-0.0005728229001320528,0.02892866450629583,0.007513077315962846,-0.024608428122824932,0.035694317516444585,-7.306570975629256e-05,0.0003993921166838277,0.0010291175322478807,-0.013443129586093505,0.053794200089015476
132,2,19.96503826081655,0.18073845684048728,0.5800695365638416,0.56424239431092,0.21186982157296497,0.5186208739646052,0.4628056382167163,0.48457887314347126,0.3956345891127584,0.729566185710691,0.8869920695789404,-20.923124492501827,5.247437148247926,4.210189553560454,-18.882899373394167,1.2203375961443683,-2.437569693829282,-1.0106389696694684,-6.839691567906264,15.044849546735847,25.36191227192544
132,3,17.1869975852861,0.4999912594161967,0.5004414163353536,0.5001146404619745,0.4996245051836656,0.5560509117522852,0.4630177162147469,0.4471744550601807,0.1181635840238573,0.49979487412130597,0.5008208343519442,-0.0005728229001320528,0.028928660953731367,0.007513077315962846,-0.024608428283293904,3.6733525525977626,-2.4236709501503455,-3.4619749131759967,-25.02403135741249,-0.013443129586093505,0.053794200089015476
132,4,0.1275164419196,0.4999911188350926,0.5004414163895614,0.5001146404619745,0.4996245051812285,0.5005446520617133,0.4999988993844746,0.5000060942400617,0.5000157030873451,0.4997948741146348,0.5008208343519442,-0.0005820360233670385,0.02892866450629583,0.007513077315962846,-0.0246084284430097,0.035694317516444585,-7.212993907046439e-05,0.0003993921166838277,0.0010291175322478807,-0.01344313002329045,0.053794200089015476
132,5,0.127528014109473,0.499990645576435,0.5004414162761031,0.500114640450801,0.4996245051798276,0.5005446520617133,0.4999988865167121,0.5000150807473481,0.5000157081376795,0.49979487411923207,0.5008208344008225,-0.0006130515027535921,0.028928657070693475,0.0075130765836917135,-0.024608428534818927,0.035694317516444585,-7.297324075494771e-05,0.00098833185820979,0.0010294485109625384,-0.01344312972200612,0.05379420329229845
132,6,21.665009978720516,0.6285951992545519,0.09131561117565212,0.8320255903820607,0.9333000357638995,0.24752606962661783,0.8274175937128107,0.4971889620940243,0.8916253888394048,0.2863047796802509,0.1397736251682682,8.427614978346313,-26.783540105992465,21.759629091278732,28.396751143822918,-16.546131500949976,21.45763942156276,-0.18422418020602294,25.665561482979236,-14.004729958875075,-23.607795700972375
132,7,0.12753357613594263,0.49999158259483345,0.5004414163420979,0.5001146401790909,0.49962450518024243,0.5005446520617133,0.4999989333299163,0.5000184364002279,0.5000157097000817,0.4997948741076998,0.5008208343537776,-0.0005516430649947779,0.02892866139573158,0.007513058776901005,-0.024608428507633562,0.035694317516444585,-6.990529060857398e-05,0.0012082479253336942,0.0010295509045548101,-0.013443130477789111,0.05379420020916825
132,8,20.069419022183165,0.42631998170499197,0.1948387431693963,0.3990583605527041,0.08928975076158097,0.49611219478838814,0.2881632666189025,0.3863589034459538,0.256526966646904,0.3271983823341197,0.5015803282995595,-4.828693678981647,-19.999048127650443,-6.615311282817984,-26.91630689408903,-0.2547912023481942,-13.882932158863603,-7.447582903765973,-15.9562487138285,-11.324726815351134,0.1035683954399289
132,9,21.64066063309392,0.9511038376265762,0.7639826154900412,0.7214891606466882,0.05079293411203667,0.8757951718270828,0.5119337203578931,0.5101941851286308,0.053421168956791165,0.5612507622833827,0.4932174066118724,29.563541102695304,17.300364688755337,14.515513632141356,-29.439234270033566,24.628112380859697,0.7820882973748837,0.6680861165899472,-29.266990271247735,4.014129957003767,-0.444504040284329
